ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGNATES
1173	Portuguese	new	59	novu	n o v u	343	4 7 3 7	AXBZ	NUBY	15	15.N.C 15.U.V 15.B.C 15.Y.V	2.0 1.5 1.75 0.8	0	993
1174	Dutch	night	60	nɑxt	n ɑ x t	346	4 7 3 1	AXLN	NAGT	5	5.N.C 5.A.V 5.G.c 5.T.c	2.0 1.5 1.1 0.8	0	999
1175	Swedish	night	60	natː	n a tː	346	4 7 1	AXN	NAT	19	19.N.C 19.A.V 19.T.c	2.0 1.5 0.8	0	999
1176	English	night	60	naɪt	n aɪ t	346	4 7 1	AXN	NAT	6	6.N.C 6.A.V 6.T.c	2.0 1.5 0.8	0	999
1177	German	night	60	naxt	n a x t	346	4 7 3 1	AXLN	NAGT	8	8.N.C 8.A.V 8.G.c 8.T.c	2.0 1.5 1.1 0.8	0	999
1178	Spanish	night	60	noʧe	n o ʧ e	346	4 7 2 7	AXBZ	NUCE	18	18.N.C 18.U.V 18.C.C 18.E.V	2.0 1.5 1.75 0.8	0	1008
1179	Danish	night	60	nad	n a d	346	4 7 1	AXN	NAT	4	4.N.C 4.A.V 4.T.c	2.0 1.5 0.8	0	999
1180	Bulgarian	night	60	nɔʃt	n ɔ ʃ t	346	4 7 3 1	AXLN	NUST	2	2.N.C 2.U.V 2.S.c 2.T.c	2.0 1.5 1.1 0.8	0	999
1181	Greek	night	60	nixta	n i x t a	346	4 7 3 1 7	AXMBZ	NIGTA	9	9.N.C 9.I.V 9.G.c 9.T.C 9.A.V	2.0 1.5 1.1 1.75 0.8	0	1005
1182	Armenian	night	60	giʃɛɾ	g i ʃ ɛ ɾ	344	1 7 3 7 5	AXBYN	KISER	1	1.K.C 1.I.V 1.S.C 1.E.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	997
1183	Romanian	night	60	nwapte	n w a p t e	346	4 6 7 1 1 7	ACXMBZ	NWAPTE	16	16.N.C 16.W.C 16.A.V 16.P.c 16.T.C 16.E.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1012
1184	Russian	night	60	noʧ	n o ʧ	346	4 7 2	AXN	NUC	17	17.N.C 17.U.V 17.C.c	2.0 1.5 0.8	0	1013
1185	Polish	night	60	nɔʦ	n ɔ ʦ	346	4 7 2	AXN	NUC	14	14.N.C 14.U.V 14.C.c	2.0 1.5 0.8	0	999
1186	Norwegian	night	60	nɑt	n ɑ t	346	4 7 1	AXN	NAT	13	13.N.C 13.A.V 13.T.c	2.0 1.5 0.8	0	999
1187	French	night	60	nɥi	n ɥ i	346	4 6 7	ACX	NJI	7	7.N.C 7.J.C 7.I.V	2.0 1.5 1.5	0	1003
1188	Czech	night	60	noʦ	n o ʦ	346	4 7 2	AXN	NUC	3	3.N.C 3.U.V 3.C.c	2.0 1.5 0.8	0	999
1189	Icelandic	night	60	nouʰt	n ouʰ t	346	4 7 1	AXN	NUT	11	11.N.C 11.U.V 11.T.c	2.0 1.5 0.8	0	999
1190	Italian	night	60	nɔtte	n ɔ tː e	346	4 7 1 7	AXBZ	NUTE	12	12.N.C 12.U.V 12.T.C 12.E.V	2.0 1.5 1.75 0.8	0	1008
1191	Hindi	night	60	raːt	r aː t	345	5 7 1	AXN	RAT	10	10.R.C 10.A.V 10.T.c	2.0 1.5 0.8	0	1006
1192	Portuguese	night	60	nojtə	n o j t ə	346	4 7 6 1 7	AXMBZ	NUJTE	15	15.N.C 15.U.V 15.J.c 15.T.C 15.E.V	2.0 1.5 1.1 1.75 0.8	0	1008
1193	Dutch	nose	61	nœːs	n œː s	350	4 7 3	AXN	NUS	5	5.N.C 5.U.V 5.S.c	2.0 1.5 0.8	0	1015
1194	Swedish	nose	61	nɛːsa	n ɛː s a	350	4 7 3 7	AXBZ	NESA	19	19.N.C 19.E.V 19.S.C 19.A.V	2.0 1.5 1.75 0.8	0	1015
1195	English	nose	61	nəʊz	n əʊ z	350	4 7 3	AXN	NES	6	6.N.C 6.E.V 6.S.c	2.0 1.5 0.8	0	1015
1196	German	nose	61	naːzə	n aː z ə	350	4 7 3 7	AXBZ	NASE	8	8.N.C 8.A.V 8.S.C 8.E.V	2.0 1.5 1.75 0.8	0	1015
1197	Spanish	nose	61	naɾiθ	n a ɾ i θ	350	4 7 5 7 3	AXBYN	NARID	18	18.N.C 18.A.V 18.R.C 18.I.V 18.D.c	2.0 1.5 1.75 1.3 0.8	0	1028
1198	Danish	nose	61	nɛːsə	n ɛː s ə	350	4 7 3 7	AXBZ	NESE	4	4.N.C 4.E.V 4.S.C 4.E.V	2.0 1.5 1.75 0.8	0	1015
1199	Bulgarian	nose	61	nɔs	n ɔ s	350	4 7 3	AXN	NUS	2	2.N.C 2.U.V 2.S.c	2.0 1.5 0.8	0	1015
1200	Greek	nose	61	miti	m i t i	348	4 7 1 7	AXBZ	MITI	9	9.M.C 9.I.V 9.T.C 9.I.V	2.0 1.5 1.75 0.8	0	1022
1201	Armenian	nose	61	kʰitʰ	kʰ i tʰ	-349	1 7 1	AXN	KIT	1	1.K.C 1.I.V 1.T.c	2.0 1.5 0.8	0	1014
1202	Romanian	nose	61	nas	n a s	350	4 7 3	AXN	NAS	16	16.N.C 16.A.V 16.S.c	2.0 1.5 0.8	0	1015
1203	Russian	nose	61	nos	n o s	350	4 7 3	AXN	NUS	17	17.N.C 17.U.V 17.S.c	2.0 1.5 0.8	0	1015
1204	Polish	nose	61	nɔs	n ɔ s	350	4 7 3	AXN	NUS	14	14.N.C 14.U.V 14.S.c	2.0 1.5 0.8	0	1015
1205	Norwegian	nose	61	neːsə	n eː s ə	350	4 7 3 7	AXBZ	NESE	13	13.N.C 13.E.V 13.S.C 13.E.V	2.0 1.5 1.75 0.8	0	1015
1206	French	nose	61	ne	n e	350	4 7	AX	NE	7	7.N.C 7.E.V	2.0 1.5	0	1015
1207	Czech	nose	61	nos	n o s	350	4 7 3	AXN	NUS	3	3.N.C 3.U.V 3.S.c	2.0 1.5 0.8	0	1015
1208	Icelandic	nose	61	nɛːv	n ɛː v	347	4 7 3	AXN	NEB	11	11.N.C 11.E.V 11.B.c	2.0 1.5 0.8	0	1024
1209	Italian	nose	61	naso	n a s o	350	4 7 3 7	AXBZ	NASU	12	12.N.C 12.A.V 12.S.C 12.U.V	2.0 1.5 1.75 0.8	0	1015
1210	Hindi	nose	61	naːk	n aː k	350	4 7 1	AXN	NAK	10	10.N.C 10.A.V 10.K.c	2.0 1.5 0.8	0	1015
1211	Portuguese	nose	61	nɐriʃ	n ɐ r i ʃ	350	4 7 5 7 3	AXBYN	NERIS	15	15.N.C 15.E.V 15.R.C 15.I.V 15.S.c	2.0 1.5 1.75 1.3 0.8	0	1028
1212	Dutch	not	62	niːt	n iː t	352	4 7 1	AXN	NIT	5	5.N.C 5.I.V 5.T.c	2.0 1.5 0.8	0	1030
1213	Swedish	not	62	ikːe	i kː e	353	7 1 7	XBZ	IKE	19	19.I.V 19.K.C 19.E.V	1.5 1.75 0.8	0	1032
1214	English	not	62	nɔt	n ɔ t	352	4 7 1	AXN	NUT	6	6.N.C 6.U.V 6.T.c	2.0 1.5 0.8	0	1030
1215	German	not	62	nɪxt	n ɪ x t	352	4 7 3 1	AXLN	NIGT	8	8.N.C 8.I.V 8.G.c 8.T.c	2.0 1.5 1.1 0.8	0	1036
1216	Spanish	not	62	no	n o	352	4 7	AX	NU	18	18.N.C 18.U.V	2.0 1.5	0	1030
1217	Danish	not	62	egə	e g ə	353	7 1 7	XBZ	EKE	4	4.E.V 4.K.C 4.E.V	1.5 1.75 0.8	0	1032
1218	Bulgarian	not	62	nɛ	n ɛ	352	4 7	AX	NE	2	2.N.C 2.E.V	2.0 1.5	0	1030
1219	Armenian	not	62	voʧʰ	v o ʧʰ	351	3 7 2	AXN	BUC	1	1.B.C 1.U.V 1.C.c	2.0 1.5 0.8	0	1029
1220	Romanian	not	62	nu	n u	352	4 7	AX	NY	16	16.N.C 16.Y.V	2.0 1.5	0	1030
1221	Russian	not	62	nʲɛ	nʲ ɛ	352	4 7	AX	NE	17	17.N.C 17.E.V	2.0 1.5	0	1030
1222	Polish	not	62	nʲɛ	nʲ ɛ	352	4 7	AX	NE	14	14.N.C 14.E.V	2.0 1.5	0	1030
1223	Norwegian	not	62	ikə	i k ə	353	7 1 7	XBZ	IKE	13	13.I.V 13.K.C 13.E.V	1.5 1.75 0.8	0	1032
1224	French	not	62	nə	n ə	352	4 7	AX	NE	7	7.N.C 7.E.V	2.0 1.5	0	1030
1225	Czech	not	62	nɛ	n ɛ	352	4 7	AX	NE	3	3.N.C 3.E.V	2.0 1.5	0	1030
1226	Icelandic	not	62	ɛʰcɪ	ɛʰ c ɪ	353	7 1 7	XBZ	ECI	11	11.E.V 11.C.C 11.I.V	1.5 1.75 0.8	0	1032
1227	Italian	not	62	non	n o n	352	4 7 4	AXN	NUN	12	12.N.C 12.U.V 12.N.c	2.0 1.5 0.8	0	1030
1228	Hindi	not	62	naɦĩ	n a ɦ ĩ	352	4 7 3 7	AXBZ	NAHI	10	10.N.C 10.A.V 10.H.C 10.I.V	2.0 1.5 1.75 0.8	0	1037
1229	Portuguese	not	62	nɐ̃w	n ɐ̃ w	352	4 7 6	AXN	NEW	15	15.N.C 15.E.V 15.W.c	2.0 1.5 0.8	0	1042
1230	Dutch	one	63	eːn	eː n	354	7 4	XN	EN	5	5.E.V 5.N.c	1.5 0.8	0	1046
1231	Swedish	one	63	en	e n	354	7 4	XN	EN	19	19.E.V 19.N.c	1.5 0.8	0	1046
1232	English	one	63	ʋʌn	ʋ ʌ n	354	6 7 4	AXN	WEN	6	6.W.C 6.E.V 6.N.c	2.0 1.5 0.8	0	1046
1233	German	one	63	ain	ai n	354	7 4	XN	AN	8	8.A.V 8.N.c	1.5 0.8	0	1046
1234	Spanish	one	63	uno	u n o	354	7 4 7	XBZ	YNU	18	18.Y.V 18.N.C 18.U.V	1.5 1.75 0.8	0	1051
1235	Danish	one	63	eˀn	eˀ n	354	7 4	XN	EN	4	4.E.V 4.N.c	1.5 0.8	0	1046
1236	Bulgarian	one	63	ɛdnɔ	ɛ d n ɔ	354	7 1 4 7	XBCZ	ETNU	2	2.E.V 2.T.C 2.N.C 2.U.V	1.5 1.75 1.5 0.8	0	1044
1237	Greek	one	63	ena	e n a	355	7 4 7	XBZ	ENA	9	9.E.V 9.N.C 9.A.V	1.5 1.75 0.8	0	1051
1238	Armenian	one	63	mɛk	m ɛ k	355	4 7 1	AXN	MEK	1	1.M.C 1.E.V 1.K.c	2.0 1.5 0.8	0	1043
1239	Romanian	one	63	unu	u n u	354	7 4 7	XBZ	YNY	16	16.Y.V 16.N.C 16.Y.V	1.5 1.75 0.8	0	1051
1240	Russian	one	63	ɐdʲin	ɐ dʲ i n	354	7 1 7 4	XBYN	ETIN	17	17.E.V 17.T.C 17.I.V 17.N.c	1.5 1.75 1.3 0.8	0	1044
1241	Polish	one	63	jɛdɛn	j ɛ d ɛ n	354	6 7 1 7 4	AXBYN	JETEN	14	14.J.C 14.E.V 14.T.C 14.E.V 14.N.c	2.0 1.5 1.75 1.3 0.8	0	1044
1242	Norwegian	one	63	eːn	eː n	354	7 4	XN	EN	13	13.E.V 13.N.c	1.5 0.8	0	1046
1243	French	one	63	œ̃	œ̃	354	7	X	U	7	7.U.V	1.5	0	1049
1244	Czech	one	63	jɛdɛn	j ɛ d ɛ n	354	6 7 1 7 4	AXBYN	JETEN	3	3.J.C 3.E.V 3.T.C 3.E.V 3.N.c	2.0 1.5 1.75 1.3 0.8	0	1044
1245	Icelandic	one	63	eit͡n	ei t͡n	354	7 1	XN	ET	11	11.E.V 11.T.c	1.5 0.8	0	1053
1246	Italian	one	63	uno	u n o	354	7 4 7	XBZ	YNU	12	12.Y.V 12.N.C 12.U.V	1.5 1.75 0.8	0	1051
1247	Hindi	one	63	eːk	eː k	354	7 1	XN	EK	10	10.E.V 10.K.c	1.5 0.8	0	1043
1248	Portuguese	one	63	ũ	ũ	354	7	X	Y	15	15.Y.V	1.5	0	1057
1249	Dutch	person	64	mɛns	m ɛ n s	361	4 7 4 3	AXLN	MENS	5	5.M.C 5.E.V 5.N.c 5.S.c	2.0 1.5 1.1 0.8	0	1062
1250	Swedish	person	64	mɛniʃa	m ɛ n i ʃ a	361	4 7 4 7 3 7	AXBYBZ	MENISA	19	19.M.C 19.E.V 19.N.C 19.I.V 19.S.C 19.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1062
1251	English	person	64	mæn	m æ n	361	4 7 4	AXN	MEN	6	6.M.C 6.E.V 6.N.c	2.0 1.5 0.8	1	1062
1252	German	person	64	mɛnʃ	m ɛ n ʃ	361	4 7 4 3	AXLN	MENS	8	8.M.C 8.E.V 8.N.c 8.S.c	2.0 1.5 1.1 0.8	0	1062
1253	Spanish	person	64	ombɾe	o m b ɾ e	357	7 4 1 5 7	XMBCZ	UMPRE	18	18.U.V 18.M.c 18.P.C 18.R.C 18.E.V	1.5 1.1 1.75 1.5 0.8	0	1075
1254	Danish	person	64	mɛnəsgə	m ɛ n ə s g ə	361	4 7 4 7 3 1 7	AXBYMBZ	MENESKE	4	4.M.C 4.E.V 4.N.C 4.E.V 4.S.c 4.K.C 4.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	1062
1255	Bulgarian	person	64	ʧovɛk	ʧ o v ɛ k	360	2 7 3 7 1	AXBYN	CUBEK	2	2.C.C 2.U.V 2.B.C 2.E.V 2.K.c	2.0 1.5 1.75 1.3 0.8	0	1059
1256	Greek	person	64	anθropos	a n θ r o p o s	358	7 4 3 5 7 1 7 3	XMBCYBYN	ANDRUPUS	9	9.A.V 9.N.c 9.D.C 9.R.C 9.U.V 9.P.C 9.U.V 9.S.c	1.5 1.1 1.75 1.5 1.3 1.75 1.3 0.8	0	1066
1257	Armenian	person	64	mɑɾtʰ	m ɑ ɾ tʰ	-359	4 7 5 1	AXLN	MART	1	1.M.C 1.A.V 1.R.c 1.T.c	2.0 1.5 1.1 0.8	0	1058
1258	Romanian	person	64	om	o m	357	7 4	XN	UM	16	16.U.V 16.M.c	1.5 0.8	1	1069
1259	Russian	person	64	ʧʲɪlɐvʲɛk	ʧʲ ɪ l ɐ vʲ ɛ k	360	2 7 5 7 3 7 1	AXBYBYN	CILEBEK	17	17.C.C 17.I.V 17.L.C 17.E.V 17.B.C 17.E.V 17.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1059
1260	Polish	person	64	ʧwɔvʲɛk	ʧ w ɔ vʲ ɛ k	360	2 6 7 3 7 1	ACXBYN	CWUBEK	14	14.C.C 14.W.C 14.U.V 14.B.C 14.E.V 14.K.c	2.0 1.5 1.5 1.75 1.3 0.8	0	1059
1261	Norwegian	person	64	menəskə	m e n ə s k ə	361	4 7 4 7 3 1 7	AXBYMBZ	MENESKE	13	13.M.C 13.E.V 13.N.C 13.E.V 13.S.c 13.K.C 13.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	1062
1262	French	person	64	ɔm	ɔ m	357	7 4	XN	UM	7	7.U.V 7.M.c	1.5 0.8	0	1064
1263	Czech	person	64	ʧlovʲɛk	ʧ l o vʲ ɛ k	360	2 5 7 3 7 1	ACXBYN	CLUBEK	3	3.C.C 3.L.C 3.U.V 3.B.C 3.E.V 3.K.c	2.0 1.5 1.5 1.75 1.3 0.8	0	1059
1264	Icelandic	person	64	maːðʏr	m aː ð ʏ r	361	4 7 3 7 5	AXBYN	MADYR	11	11.M.C 11.A.V 11.D.C 11.Y.V 11.R.c	2.0 1.5 1.75 1.3 0.8	1	1058
1265	Italian	person	64	wɔmo	w ɔ m o	357	6 7 4 7	AXBZ	WUMU	12	12.W.C 12.U.V 12.M.C 12.U.V	2.0 1.5 1.75 0.8	0	1069
1266	Hindi	person	64	aːdmiː	aː d m iː	-356	7 1 4 7	XBCZ	ATMI	10	10.A.V 10.T.C 10.M.C 10.I.V	1.5 1.75 1.5 0.8	0	1067
1267	Portuguese	person	64	ɔmɐ̃	ɔ m ɐ̃	357	7 4 7	XBZ	UME	15	15.U.V 15.M.C 15.E.V	1.5 1.75 0.8	1	1069
1268	Dutch	rain (V)	65	reːɣə	r eː ɣ ə	362	5 7 3 7	AXBZ	REGE	5	5.R.C 5.E.V 5.G.C 5.E.V	2.0 1.5 1.75 0.8	0	1080
1269	Swedish	rain (V)	65	reŋːn	r e ŋː n	362	5 7 4 4	AXLN	RENN	19	19.R.C 19.E.V 19.N.c 19.N.c	2.0 1.5 1.1 0.8	0	1080
1270	English	rain (V)	65	reɪn	r eɪ n	362	5 7 4	AXN	REN	6	6.R.C 6.E.V 6.N.c	2.0 1.5 0.8	0	1080
1271	German	rain (V)	65	reːɡən	r eː ɡ ə n	362	5 7 1 7 4	AXBYN	REKEN	8	8.R.C 8.E.V 8.K.C 8.E.V 8.N.c	2.0 1.5 1.75 1.3 0.8	0	1080
1272	Spanish	rain (V)	65	ʎuβja	ʎ u β j a	363	5 7 3 6 7	AXBCZ	LYBJA	18	18.L.C 18.Y.V 18.B.C 18.J.C 18.A.V	2.0 1.5 1.75 1.5 0.8	0	1089
1273	Danish	rain (V)	65	ʁɑjˀn	ʁ ɑ jˀ n	362	5 7 6 4	AXLN	RAJN	4	4.R.C 4.A.V 4.J.c 4.N.c	2.0 1.5 1.1 0.8	0	1080
1274	Bulgarian	rain (V)	65	dɤʃt	d ɤ ʃ t	365	1 7 3 1	AXLN	TEST	2	2.T.C 2.E.V 2.S.c 2.T.c	2.0 1.5 1.1 0.8	0	1077
1275	Greek	rain (V)	65	vroçi	v r o ç i	366	3 5 7 3 7	ACXBZ	BRUSI	9	9.B.C 9.R.C 9.U.V 9.S.C 9.I.V	2.0 1.5 1.5 1.75 0.8	0	1084
1276	Armenian	rain (V)	65	ɑnʣɾɛv	ɑ n ʣ ɾ ɛ v	364	7 4 2 5 7 3	XMBCYN	ANCREB	1	1.A.V 1.N.c 1.C.C 1.R.C 1.E.V 1.B.c	1.5 1.1 1.75 1.5 1.3 0.8	0	1076
1277	Romanian	rain (V)	65	plwaje	p l w a j e	363	1 5 6 7 6 7	ACCXBZ	PLWAJE	16	16.P.C 16.L.C 16.W.C 16.A.V 16.J.C 16.E.V	2.0 1.5 1.5 1.5 1.75 0.8	0	1082
1278	Russian	rain (V)	65	doʃtʲ	d o ʃ tʲ	365	1 7 3 1	AXLN	TUST	17	17.T.C 17.U.V 17.S.c 17.T.c	2.0 1.5 1.1 0.8	0	1077
1279	Polish	rain (V)	65	dɛʃʧ	d ɛ ʃ ʧ	365	1 7 3 2	AXLN	TESC	14	14.T.C 14.E.V 14.S.c 14.C.c	2.0 1.5 1.1 0.8	0	1077
1280	Norwegian	rain (V)	65	ɾæjnə	ɾ æ j n ə	362	5 7 6 4 7	AXMBZ	REJNE	13	13.R.C 13.E.V 13.J.c 13.N.C 13.E.V	2.0 1.5 1.1 1.75 0.8	0	1080
1281	French	rain (V)	65	plɥi	p l ɥ i	363	1 5 6 7	ACCX	PLJI	7	7.P.C 7.L.C 7.J.C 7.I.V	2.0 1.5 1.5 1.5	0	1082
1282	Czech	rain (V)	65	dɛːʃtʲ	d ɛː ʃ tʲ	365	1 7 3 1	AXLN	TEST	3	3.T.C 3.E.V 3.S.c 3.T.c	2.0 1.5 1.1 0.8	0	1077
1283	Icelandic	rain (V)	65	rɛkn	r ɛ k n	362	5 7 1 4	AXBC	REKN	11	11.R.C 11.E.V 11.K.C 11.N.C	2.0 1.5 1.75 1.5	0	1080
1284	Italian	rain (V)	65	pjɔʤːa	p j ɔ ʤː a	363	1 6 7 2 7	ACXBZ	PJUCA	12	12.P.C 12.J.C 12.U.V 12.C.C 12.A.V	2.0 1.5 1.5 1.75 0.8	0	1082
1285	Portuguese	rain (V)	65	ʃuvɐ	ʃ u v ɐ	363	3 7 3 7	AXBZ	SYBE	15	15.S.C 15.Y.V 15.B.C 15.E.V	2.0 1.5 1.75 0.8	0	1089
1286	Dutch	red	66	roːt	r oː t	368	5 7 1	AXN	RUT	5	5.R.C 5.U.V 5.T.c	2.0 1.5 0.8	0	1093
1287	Swedish	red	66	røːd	r øː d	368	5 7 1	AXN	RUT	19	19.R.C 19.U.V 19.T.c	2.0 1.5 0.8	0	1093
1288	English	red	66	rɛd	r ɛ d	368	5 7 1	AXN	RET	6	6.R.C 6.E.V 6.T.c	2.0 1.5 0.8	0	1093
1289	German	red	66	roːt	r oː t	368	5 7 1	AXN	RUT	8	8.R.C 8.U.V 8.T.c	2.0 1.5 0.8	0	1093
1290	Spanish	red	66	roxo	r o x o	368	5 7 3 7	AXBZ	RUGU	18	18.R.C 18.U.V 18.G.C 18.U.V	2.0 1.5 1.75 0.8	0	1096
1291	Danish	red	66	ʁœðˀ	ʁ œ ðˀ	368	5 7 3	AXN	RUD	4	4.R.C 4.U.V 4.D.c	2.0 1.5 0.8	0	1093
1292	Bulgarian	red	66	ʧɛrvɛn	ʧ ɛ r v ɛ n	367	2 7 5 3 7 4	AXMBYN	CERBEN	2	2.C.C 2.E.V 2.R.c 2.B.C 2.E.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	1091
1293	Greek	red	66	kocinos	k o c i n o s	-369	1 7 1 7 4 7 3	AXBYBYN	KUCINUS	9	9.K.C 9.U.V 9.C.C 9.I.V 9.N.C 9.U.V 9.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1098
1294	Armenian	red	66	kɑɾmiɾ	k ɑ ɾ m i ɾ	-372	1 7 5 4 7 5	AXMBYN	KARMIR	1	1.K.C 1.A.V 1.R.c 1.M.C 1.I.V 1.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	1090
1295	Romanian	red	66	roʃu	r o ʃ u	-368	5 7 3 7	AXBZ	RUSY	16	16.R.C 16.U.V 16.S.C 16.Y.V	2.0 1.5 1.75 0.8	0	1100
1296	Russian	red	66	krasnɨj	k r a s n ɨ j	370	1 5 7 3 4 7 6	ACXBCYN	KRASNIJ	17	17.K.C 17.R.C 17.A.V 17.S.C 17.N.C 17.I.V 17.J.c	2.0 1.5 1.5 1.75 1.5 1.3 0.8	0	1105
1297	Polish	red	66	ʧɛrvɔnɨ	ʧ ɛ r v ɔ n ɨ	367	2 7 5 3 7 4 7	AXMBYBZ	CERBUNI	14	14.C.C 14.E.V 14.R.c 14.B.C 14.U.V 14.N.C 14.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	1091
1298	French	red	66	ʁuj	ʁ u j	368	5 7 6	AXN	RYJ	7	7.R.C 7.Y.V 7.J.c	2.0 1.5 0.8	0	1096
1299	Czech	red	66	ʧɛrvɛniː	ʧ ɛ r v ɛ n iː	367	2 7 5 3 7 4 7	AXMBYBZ	CERBENI	3	3.C.C 3.E.V 3.R.c 3.B.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	1091
1300	Icelandic	red	66	røyːðʏr	r øyː ð ʏ r	368	5 7 3 7 5	AXBYN	RUDYR	11	11.R.C 11.U.V 11.D.C 11.Y.V 11.R.c	2.0 1.5 1.75 1.3 0.8	0	1100
1301	Italian	red	66	rosso	r o sː o	368	5 7 3 7	AXBZ	RUSU	12	12.R.C 12.U.V 12.S.C 12.U.V	2.0 1.5 1.75 0.8	0	1100
1302	Hindi	red	66	laːl	l aː l	368	5 7 5	AXN	LAL	10	10.L.C 10.A.V 10.L.c	2.0 1.5 0.8	0	1099
1303	Portuguese	red	66	vərmeʎu	v ə r m e ʎ u	371	3 7 5 4 7 5 7	AXMBYBZ	BERMELY	15	15.B.C 15.E.V 15.R.c 15.M.C 15.E.V 15.L.C 15.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	1103
1304	Dutch	road	67	ʋɛx	ʋ ɛ x	376	6 7 3	AXN	WEG	5	5.W.C 5.E.V 5.G.c	2.0 1.5 0.8	0	1110
1305	Swedish	road	67	vɛːg	v ɛː g	376	3 7 1	AXN	BEK	19	19.B.C 19.E.V 19.K.c	2.0 1.5 0.8	0	1109
1306	English	road	67	rəʊd	r əʊ d	381	5 7 1	AXN	RET	6	6.R.C 6.E.V 6.T.c	2.0 1.5 0.8	0	1111
1307	German	road	67	veːk	v eː k	376	3 7 1	AXN	BEK	8	8.B.C 8.E.V 8.K.c	2.0 1.5 0.8	0	1110
1308	Spanish	road	67	bia	b ia	380	1 7	AX	PI	18	18.P.C 18.I.V	2.0 1.5	0	1122
1309	Danish	road	67	vɑjˀ	v ɑ jˀ	376	3 7 6	AXN	BAJ	4	4.B.C 4.A.V 4.J.c	2.0 1.5 0.8	0	1109
1310	Bulgarian	road	67	pɤt	p ɤ t	375	1 7 1	AXN	PET	2	2.P.C 2.E.V 2.T.c	2.0 1.5 0.8	0	1107
1311	Greek	road	67	ðromos	ð r o m o s	374	3 5 7 4 7 3	ACXBYN	DRUMUS	9	9.D.C 9.R.C 9.U.V 9.M.C 9.U.V 9.S.c	2.0 1.5 1.5 1.75 1.3 0.8	0	1114
1312	Armenian	road	67	ʧɑmpʰɑ	ʧ ɑ m pʰ ɑ	-382	2 7 4 1 7	AXMBZ	CAMPA	1	1.C.C 1.A.V 1.M.c 1.P.C 1.A.V	2.0 1.5 1.1 1.75 0.8	0	1106
1313	Romanian	road	67	kale	k a l e	378	1 7 5 7	AXBZ	KALE	16	16.K.C 16.A.V 16.L.C 16.E.V	2.0 1.5 1.75 0.8	0	1120
1314	Russian	road	67	dɐroɡə	d ɐ r o ɡ ə	373	1 7 5 7 1 7	AXBYBZ	TERUKE	17	17.T.C 17.E.V 17.R.C 17.U.V 17.K.C 17.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1118
1315	Polish	road	67	drɔɡa	d r ɔ ɡ a	373	1 5 7 1 7	ACXBZ	TRUKA	14	14.T.C 14.R.C 14.U.V 14.K.C 14.A.V	2.0 1.5 1.5 1.75 0.8	0	1118
1316	French	road	67	ʃɛmɛ̃	ʃ ɛ m ɛ̃	-377	3 7 4 7	AXBZ	SEME	7	7.S.C 7.E.V 7.M.C 7.E.V	2.0 1.5 1.75 0.8	0	1112
1317	Czech	road	67	ʦɛsta	ʦ ɛ s t a	383	2 7 3 1 7	AXMBZ	CESTA	3	3.C.C 3.E.V 3.S.c 3.T.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	1108
1318	Icelandic	road	67	vekʏr	v e k ʏ r	376	3 7 1 7 5	AXBYN	BEKYR	11	11.B.C 11.E.V 11.K.C 11.Y.V 11.R.c	2.0 1.5 1.75 1.3 0.8	0	1109
1319	Italian	road	67	strada	s t r a d a	379	3 1 5 7 1 7	ACCYBZ	STRATA	12	12.S.C 12.T.C 12.R.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.5 1.3 1.75 0.8	0	1117
1320	Hindi	road	67	səɽək	s ə ɽ ə k	384	3 7 5 7 1	AXBYN	SEREK	10	10.S.C 10.E.V 10.R.C 10.E.V 10.K.c	2.0 1.5 1.75 1.3 0.8	0	1115
1321	Portuguese	road	67	əʃtradɐ	ə ʃ t r a d ɐ	379	7 3 1 5 7 1 7	XMBCYBZ	ESTRATE	15	15.E.V 15.S.c 15.T.C 15.R.C 15.A.V 15.T.C 15.E.V	1.5 1.1 1.75 1.5 1.3 1.75 0.8	0	1117
1322	English	road	67	ʋeɪ	ʋ eɪ	376	6 7	AX	WE	6	6.W.C 6.E.V	2.0 1.5	0	1110
1323	Italian	road	67	via	v ia	380	3 7	AX	BI	12	12.B.C 12.I.V	2.0 1.5	0	1122
1324	Portuguese	road	67	viɐ	v iɐ	380	3 7	AX	BI	15	15.B.C 15.I.V	2.0 1.5	0	1122
